# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
D_0__Archaea;D_1__Miscellaneous Euryarchaeotic Group(MEG);D_2__uncultured archaeon;D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41350295428e-06	0.0	0.0	0.0	0.0	5.59844587143e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Parvarchaeota;D_2__uncultured archaeon;D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67953376143e-05	0.0	0.0	0.0	4.6277014207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	4.33754798412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56631789988e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__FHMa11 terrestrial group;D_3__uncultured crenarchaeote;D_4__uncultured crenarchaeote;D_5__uncultured crenarchaeote	4.33754798412e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.98543536726e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.03742223794e-06	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.0	0.000218218518569	0.000103543147909	1.82996010687e-05	5.03231186619e-05	5.7683433318e-05	0.000252817104883	0.000152862142484	4.69895369964e-05	0.000675174420059	0.00014943450836	4.8971596474e-05	0.000185337573857	0.000115731982533	5.98780882124e-05	0.00128761016627	0.0	0.0003135129688	2.54699200245e-05	0.000222012543709	5.4053177516e-05	0.000733821225283	2.0693365707e-05	1.60748444759e-05	6.03661639028e-05	0.000310708132079	0.000121700151111	0.0	2.9063430938e-05
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__Unknown Order;D_4__Unknown Family;D_5__Candidatus Nitrososphaera	0.0	1.36386574106e-05	0.0	0.0	1.65900391193e-06	5.7683433318e-05	3.6116729269e-05	1.60907518404e-05	5.22105966627e-06	0.000108361326676	0.000102244663615	6.12144955926e-06	0.0	1.78049203897e-05	2.3951235285e-05	6.34050460662e-05	0.0	0.000408686548614	3.82048800367e-05	1.58580388363e-05	1.08106355032e-05	0.00047599214613	0.0	7.23368001415e-05	0.0	9.88616783888e-05	0.000111558471852	0.0	0.000116253723752
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.00173501919365	0.0154253215313	0.0080763655369	0.00314753138382	0.000319634753699	0.00468677895708	0.00898584224213	0.00461804577819	0.0115698682205	0.00896064816744	0.00913909993236	0.00741307541626	0.00275782309899	0.00422421736247	0.00879010334958	0.0102472309065	0.000398169815934	0.0164370370785	0.00578167184555	0.0191802979725	0.0107403663724	0.0226955699675	0.00193138079932	0.0020977672041	0.00783035383196	0.00872807389204	0.00156181860592	0.000590091592478	0.00292087480927
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);D_3__uncultured crenarchaeote;D_4__uncultured crenarchaeote;D_5__uncultured crenarchaeote	0.0	0.0	0.0	0.0	1.65900391193e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__Soil Crenarchaeotic Group(SCG);Other;Other;Other	0.0043158602442	0.02896850834	0.00590195943081	0.00699044760824	0.000982683317167	0.0146371712044	0.0155301935857	0.0177159177763	0.0142795981872	0.0226725237353	0.0198275997672	0.00970861900098	0.00911119513081	0.0100375238697	0.0200352083159	0.0411059790958	0.0042681010094	0.0417196186339	0.0109775355305	0.0214955716427	0.016907833927	0.0336632223346	0.00508367017534	0.00356057805141	0.00806319474987	0.028147332147	0.0270681419429	0.00402801652256	0.0163336481872
D_0__Archaea;D_1__Thaumarchaeota;D_2__South African Gold Mine Gp 1(SAGMCG-1);D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.00535687176039	0.0	0.0	0.0	0.0	1.44208583295e-05	0.0	0.0	0.000934569680262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28689183053e-05	0.0	0.0	0.0	2.16212710064e-05	0.0	0.00074496116545	0.0	1.72474754008e-05	0.0	0.0	2.56561561947e-05	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured archaeon;D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon	0.0	0.0	0.0	0.0	7.74201825568e-06	0.0	7.2233458538e-06	0.0	5.22105966627e-06	0.0	7.86497412424e-06	0.0	1.48270059086e-05	0.0	4.79024705699e-05	9.75462247172e-06	0.0	3.91891211e-05	0.0	7.92901941817e-06	1.08106355032e-05	0.0	0.0	0.0	3.44949508016e-05	2.82461938254e-05	0.0	0.0	0.0
D_0__Archaea;D_1__Woesearchaeota (DHVEG-6);D_2__uncultured euryarchaeote;D_3__uncultured euryarchaeote;D_4__uncultured euryarchaeote;D_5__uncultured euryarchaeote	8.67509596825e-05	2.72773148211e-05	0.0	7.31984042748e-05	5.53001303977e-06	1.44208583295e-05	7.94568043918e-05	5.63176314413e-05	3.65474176639e-05	1.66709733348e-05	7.07847671181e-05	3.06072477963e-05	8.15485324971e-05	6.23172213641e-05	3.59268529274e-05	0.000121932780897	2.09563061018e-05	3.35906752286e-05	0.0	1.58580388363e-05	3.78372242612e-05	1.98330060887e-05	6.20800971209e-05	6.42993779035e-05	5.17424262024e-05	9.88616783888e-05	0.0	0.0	0.000450483179539
D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.000195189659286	0.000177302546337	7.88900174544e-05	0.000228745013359	7.63141799488e-05	0.000129787724965	0.000202253683906	0.000378132668249	8.35369546603e-05	0.000291742033359	0.000322463939094	0.000226493633692	0.000177924070903	0.000164695513605	9.58049411398e-05	0.000326779852803	5.58834829381e-05	0.000207142497243	0.000432988640416	0.000237870582545	0.000199996756809	0.000350383107568	0.000124160194242	0.000289347200566	0.000198345967109	0.000197723356778	0.000304250377778	7.6968468584e-05	0.000203444016566
D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28;D_3__unidentified;D_4__unidentified;D_5__unidentified	0.0	0.0	0.0	0.0	1.10600260795e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);Ambiguous_taxa	0.0	0.0	0.0	0.0	5.53001303977e-07	0.0	0.0	0.0	5.22105966627e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3795577138e-05	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Acidicapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26527159952e-05	0.0	0.0	0.000153036238981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Acidobacterium	0.000281940618968	0.0	4.9306260909e-06	2.7449401603e-05	0.0	0.0	0.0	0.0	0.00034981099764	0.0	0.0	0.000116307541626	0.0	1.33536902923e-05	2.3951235285e-05	0.0	0.000530893087912	0.0	0.0	7.92901941817e-06	5.4053177516e-06	0.0	4.13867314139e-05	0.000112523911331	8.62373770039e-06	1.41230969127e-05	0.0	2.56561561947e-05	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Candidatus Koribacter	0.000433754798412	0.0	8.87512696362e-05	0.000301943417633	3.31800782386e-05	5.7683433318e-05	1.44466917076e-05	8.04537592019e-06	0.000261052983313	2.50064600022e-05	0.0	0.000122428991185	0.0	6.67684514616e-05	1.19756176425e-05	4.87731123586e-06	0.00283608675911	1.11968917429e-05	0.0	0.0	2.16212710064e-05	0.000125609038562	0.00020693365707	0.000377758845183	0.000362196983417	0.0	0.0	0.0	1.4531715469e-05
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Edaphobacter	2.16877399206e-05	0.0	4.9306260909e-06	0.00014639680855	1.05070247756e-05	0.0	7.2233458538e-06	0.0	0.000229726625316	0.0	0.0	0.000269343780607	0.0	1.33536902923e-05	1.19756176425e-05	0.0	0.000251475673221	0.0	0.0	0.0	0.0	0.0	0.000110364617104	0.000337571733993	1.72474754008e-05	0.0	4.0566717037e-05	2.56561561947e-05	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Granulicella	4.33754798412e-05	0.0	0.000374727582908	9.14980053435e-06	1.10600260795e-06	0.0	0.0	0.0	0.000866695904601	8.33548666739e-06	0.0	0.000446865817826	0.0	0.0	0.0	0.0	0.00163459187594	0.0	0.0	0.0	5.4053177516e-06	0.0	0.00126919309669	2.41122667138e-05	1.72474754008e-05	0.0	0.0	0.000230905405752	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Terriglobus	0.0	0.0	1.97225043636e-05	0.0	2.76500651989e-06	0.0	0.0	0.0	3.65474176639e-05	0.0	0.0	0.000128550440744	0.0	4.45123009744e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102624624779	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__uncultured	0.0572122579106	0.000450075694549	0.00167148224482	0.00516048750137	6.19361460454e-05	5.7683433318e-05	0.000180583646345	2.41361277606e-05	0.0108911304638	5.83484066717e-05	1.57299482485e-05	0.00216087169442	2.22405088628e-05	0.000142439363118	0.000371244146917	2.43865561793e-05	0.0595648073766	1.67953376143e-05	7.64097600734e-05	0.000111006271854	0.000837824251499	0.000185108056828	0.00929821899099	0.0263386326737	0.00129356065506	0.000127107872214	0.000152125188889	0.000359186186726	0.000392356317663
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);Other	0.000824134116984	0.0	0.000182433165363	0.000164696409618	1.99080469432e-05	0.0	0.0	8.04537592019e-06	0.00135225445356	1.66709733348e-05	0.0	0.000759059745348	0.0	5.34147611692e-05	1.19756176425e-05	0.0	0.00218644126995	0.0	1.27349600122e-05	2.37870582545e-05	7.02691307709e-05	0.0	0.000648392125485	0.000835891912746	6.89899016032e-05	4.23692907381e-05	0.0	0.000205249249557	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);Ambiguous_taxa	0.00180008241341	0.00137750439847	0.000374727582908	0.00216850272664	0.00143116737469	0.000995039224735	0.000527304247327	0.000611448569934	0.00199444479252	0.000525135660046	0.000330328913218	0.00105288932419	0.000778417810199	0.000387257018477	0.00378429517502	0.000692578195492	1.39708707345e-05	0.00581678526041	0.000165554480159	0.000269586660218	0.000254049934325	0.00201635561902	0.00369031688441	0.000225047822662	8.62373770039e-05	0.000706154845635	0.000365100453333	0.000205249249557	0.0030952553949
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__11-24	0.000173501919365	0.00377790810273	0.00827359058053	0.000576437433664	0.0076751050979	0.0136277111214	0.00683328517769	0.00574439840702	0.00229204519349	0.00704348623394	0.0131109118651	0.00533790401567	0.0184077278355	0.0112170998455	0.00506568626277	0.00854992659647	0.000551849394013	0.0143936043354	0.00636748000611	0.00949103624355	0.0111890077458	0.00600940084489	0.00265564859906	0.000892153868411	0.00506213403013	0.0106488150722	0.0269971501881	0.000718372373451	0.00305166024849
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Aridibacter	6.50632197619e-05	0.000559184953833	2.95837565454e-05	0.000201295611756	0.000342860808466	0.000519150899862	0.00041895405952	0.000112635262883	0.000114863312658	0.000208387166685	0.000267409120224	0.000312193927522	5.93080236342e-05	0.000204756584482	0.000491000323342	0.0007072101292	0.000181621319549	8.95751339428e-05	0.000420253680403	0.000269586660218	0.000145943579293	0.000138831042621	0.000103466828535	8.84116446173e-05	7.76136393035e-05	0.00036720051973	0.000760625944444	0.000128280780973	0.000566736903291
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Blastocatella	0.000542193498016	0.000381882407496	4.9306260909e-06	0.000347692420305	0.000494383165756	7.21042916474e-05	8.66801502456e-05	0.000136771390643	9.92001336591e-05	0.00015837424668	0.000157299482485	0.000177522037218	5.93080236342e-05	0.000129085672826	0.000706561440906	0.000248742873029	5.58834829381e-05	2.79922293571e-05	0.000101879680098	0.000277515679636	0.000162159532548	0.000112387034503	4.82845199829e-05	9.64490668553e-05	0.000146603540907	4.23692907381e-05	0.00013184183037	0.000128280780973	0.000319697740318
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__DS-100	0.00069400767746	0.000572823611244	0.000202155669727	0.000475789627786	0.000780837841216	0.00105272265805	0.000736781277088	0.000756265336498	0.000161852849654	0.000408438846702	0.000471898447454	0.00057541625857	0.000303953621126	0.000908050939877	0.000778415146761	0.000687700884257	3.49271768363e-05	0.000212740943114	0.000725892720697	0.000721540767053	0.000297292476338	0.000687544211076	0.000531129719812	0.0002330852449	0.00043981062272	0.000324831228992	0.000283967019259	0.000102624624779	0.000900966359079
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Elev-16S-573	0.0	0.0	0.0	0.0	3.37330795426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89778856898e-06	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__RB41	0.00529180854063	0.0382155180644	0.012691431558	0.0111353072503	0.00765740905617	0.0142189663129	0.0118751805836	0.00796492216099	0.0128490278387	0.00645166668056	0.0151400751892	0.0176542605289	0.00765073504882	0.0100909386309	0.0118678370837	0.011456804093	0.0160106178618	0.0110457337043	0.00674952880648	0.0150413498363	0.0101511867375	0.0180017585265	0.011346862196	0.0158819463422	0.0134875257634	0.014716266983	0.0654036895429	0.00251430330708	0.010317517983
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Stenotrophobacter	0.000151814179444	4.09159722317e-05	7.39593913635e-05	0.00042089082458	0.000121107285571	0.00027399630826	0.0	0.000233315901686	3.13263579976e-05	0.00015837424668	3.93248706212e-05	0.000195886385896	1.48270059086e-05	3.56098407795e-05	0.00014370741171	0.000351166408982	6.98543536726e-06	5.59844587143e-06	8.91447200856e-05	0.000166509407782	0.000151348897045	9.91650304437e-05	1.3795577138e-05	4.01871111897e-05	6.89899016032e-05	0.0	2.02833585185e-05	0.0	0.00043595146407
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__uncultured	0.0137717148496	0.0117019680583	0.00995986470362	0.0154174139004	0.0206302666462	0.0180116520535	0.0105099682173	0.0118347479786	0.0110843096715	0.00871058356742	0.00942223900083	0.0154750244858	0.0112092164669	0.0178360790004	0.02458594302	0.0125200579425	0.021417344836	0.0107602129649	0.00993326880954	0.0138361388847	0.00811878726291	0.0083364735593	0.00970518851656	0.010979118777	0.00921877560172	0.0102674914555	0.00877255255925	0.00364317417964	0.0171619559689
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);Other	0.000477130278254	0.00049099166678	2.46531304545e-05	0.000283643816565	0.000614937450023	5.7683433318e-05	2.16700375614e-05	0.000112635262883	9.39790739929e-05	0.00015837424668	9.43796894908e-05	0.000324436826641	6.67215265885e-05	4.89635310718e-05	0.000323341676347	0.000117055469661	6.98543536726e-05	4.47875669714e-05	7.64097600734e-05	0.0001744384272	0.00013513294379	0.000191719058858	0.000151751348518	8.03742223794e-05	0.000129356065506	1.41230969127e-05	8.1133434074e-05	0.000102624624779	0.000377824602194
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Holophagales;D_4__Holophagaceae;D_5__Holophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3795577138e-05	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Holophagales;D_4__Holophagaceae;D_5__uncultured	0.0	0.0	0.0	0.0	1.10600260795e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;Ambiguous_taxa	0.0	0.0	0.0	0.0	6.08301434375e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.22428991185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;D_5__uncultured Acidobacteria bacterium	0.0	0.0	0.0	0.0	6.63601564772e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89778856898e-06	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;D_5__uncultured bacterium	0.00127957665532	0.00211399189864	0.000379658208999	0.000869231050763	0.000601665418727	0.00105272265805	0.000989598381971	0.000394223420089	0.000328926758975	0.000533471146713	0.00195837855693	0.00192825661117	0.000778417810199	0.000649879594226	0.00134126917596	0.00107300847189	0.000139708707345	0.000750191746771	0.000764097600734	0.000935624291344	0.000551342410664	0.00173869353378	0.000151751348518	0.00222636595991	0.000939987409343	0.00052255458577	0.00137926837926	0.000205249249557	0.000930029790017
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;D_5__uncultured soil bacterium	0.0	0.0	0.0	9.14980053435e-05	0.0	0.0	0.0	0.0	1.04421193325e-05	0.0	0.0	1.22428991185e-05	0.0	0.0	5.98780882124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000192898133711	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;Other	0.000238565139127	0.000586462268654	0.000404311339454	0.000457490026717	0.000943973225889	0.000721042916474	0.000628431089281	0.000160907518404	0.000146189670656	0.000400103360035	0.00072357761943	0.000967189030362	0.000140856556131	0.000396159478672	0.000598780882124	0.000395062210105	0.000104781530509	0.000599033708243	0.00105700168101	0.000444025087417	0.000508099868651	0.000687544211076	0.000344889428449	0.000160748444759	0.000353573245716	0.00015535406604	0.00094317617111	0.0	0.000203444016566
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__CA002;D_5__uncultured Acidobacteria bacterium	0.0	0.0	0.0	9.14980053435e-06	5.53001303977e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44810177257e-05	0.0	0.0	9.75462247172e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.3795577138e-05	0.0	4.3118688502e-05	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__CA002;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	5.53001303977e-07	0.0	0.0	0.0	0.0	8.33548666739e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59844587143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
